DATE,COUNTRY,SOURCE,HEADLINE,SUMMARY,TEXT,IMPACT SCORE,IMPACT LEVEL
3/4/2019,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Extension of EU sanctions over misappropriation of Ukrainian state funds,The Council extended until 6 March 2020 the asset freezes against 12 people identified as responsible for the misappropriation of Ukrainian state funds or for the abuse of office causing a loss to Ukrainian public funds. The restrictive measures against one person were not extended. This decision was based on the annual review of the measures.,Extension of EU sanctions over misappropriation of Ukrainian state funds: The Council extended until 6 March 2020 the asset freezes against 12 people identified as responsible for the misappropriation of Ukrainian state funds or for the abuse of office causing a loss to Ukrainian public funds. The restrictive measures against one person were not extended. This decision was based on the annual review of the measures.,2,Medium
3/15/2019,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,"EU responds to escalation at the Kerch Strait and the Sea of Azov, and renews sanctions over actions against Ukraine's territorial integrity","The Council added eight Russian officials to the list of those subject to restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine. These new listings have been adopted by the Council as a response to escalation in the Kerch Strait and the Sea of Azov and the violations of international law by Russia, which used military force with no justification.","EU responds to escalation at the Kerch Strait and the Sea of Azov, and renews sanctions over actions against Ukraine's territorial integrity: The Council added eight Russian officials to the list of those subject to restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine. These new listings have been adopted by the Council as a response to escalation in the Kerch Strait and the Sea of Azov and the violations of international law by Russia, which used military force with no justification.",2,Medium
6/20/2019,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Extension of sanctions in response to the illegal annexation of Crimea and Sevastopol,The Council extended the restrictive measures in response to the illegal annexation of Crimea and Sevastopol by Russia until 23 June 2020.,Extension of sanctions in response to the illegal annexation of Crimea and Sevastopol: The Council extended the restrictive measures in response to the illegal annexation of Crimea and Sevastopol by Russia until 23 June 2020.,2,Medium
6/27/2019,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Extension of economic sanctions,The Council prolonged economic sanctions targeting specific sectors of the Russian economy until 31 January 2020. This decision follows an update from President Macron and Chancellor Merkel to the European Council of 20-21 June 2019 on the state of implementation of the Minsk agreements.,Extension of economic sanctions: The Council prolonged economic sanctions targeting specific sectors of the Russian economy until 31 January 2020. This decision follows an update from President Macron and Chancellor Merkel to the European Council of 20-21 June 2019 on the state of implementation of the Minsk agreements.,5,High
9/12/2019,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU extends sanctions over action against Ukraine's territorial integrity,"The Council has extended the EU restrictive measures for a further six months, until 15 March 2020. The measures consist of asset freezes and travel restrictions. They currently apply to 170 persons and 44 entities.","EU extends sanctions over action against Ukraine's territorial integrity: The Council has extended the EU restrictive measures for a further six months, until 15 March 2020. The measures consist of asset freezes and travel restrictions. They currently apply to 170 persons and 44 entities.",2,Medium
12/19/2019,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Extension of economic sanctions,"The Council prolonged the economic sanctions targeting specific sectors of the Russian economy until 31 July 2020. This decision follows an update by President Macron and Chancellor Merkel to the European Council, on 12 December 2019, on the state of implementation of the Minsk agreements, to which the decision on maintaining sanctions is linked.","Extension of economic sanctions: The Council prolonged the economic sanctions targeting specific sectors of the Russian economy until 31 July 2020. This decision follows an update by President Macron and Chancellor Merkel to the European Council, on 12 December 2019, on the state of implementation of the Minsk agreements, to which the decision on maintaining sanctions is linked.",5,High
3/5/2020,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Extension of EU sanctions over misappropriation of Ukrainian state funds,The Council decided to prolong for one more year until 6 March 2021 the existing asset freezes directed against 10 persons identified as responsible for the misappropriation of Ukrainian state funds or for the abuse of office causing a loss to Ukrainian public funds. The restrictive measures against two persons were not extended.,Extension of EU sanctions over misappropriation of Ukrainian state funds: The Council decided to prolong for one more year until 6 March 2021 the existing asset freezes directed against 10 persons identified as responsible for the misappropriation of Ukrainian state funds or for the abuse of office causing a loss to Ukrainian public funds. The restrictive measures against two persons were not extended.,2,Medium
3/13/2020,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU extends sanctions over action against Ukraine's territorial integrity,"The Council decided that current sanctions in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine should be extended for a further six months until 15 September 2020. These restrictive measures provide not only for a freezing of funds, but also a prohibition against making funds or other economic resources available to the listed persons. They currently apply to 175 persons and 44 entities, following the removal of two deceased persons from the list.","EU extends sanctions over action against Ukraine's territorial integrity: The Council decided that current sanctions in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine should be extended for a further six months until 15 September 2020. These restrictive measures provide not only for a freezing of funds, but also a prohibition against making funds or other economic resources available to the listed persons. They currently apply to 175 persons and 44 entities, following the removal of two deceased persons from the list.",2,Medium
6/18/2020,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Extension of sanctions in response to the illegal annexation of Crimea and Sevastopol,The Council decided to renew the sanctions introduced in response to the illegal annexation of Crimea and Sevastopol by the Russian Federation until 23 June 2021.,Extension of sanctions in response to the illegal annexation of Crimea and Sevastopol: The Council decided to renew the sanctions introduced in response to the illegal annexation of Crimea and Sevastopol by the Russian Federation until 23 June 2021.,2,Medium
6/29/2020,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions over Ukrainian crisis for six more months,"The Council decided to renew the sanctions targeting specific economic sectors of the Russian Federation for a further six months, until 31 January 2021.","EU renews economic sanctions over Ukrainian crisis for six more months: The Council decided to renew the sanctions targeting specific economic sectors of the Russian Federation for a further six months, until 31 January 2021.",5,High
10/1/2020,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Two persons and four entities added to EU sanctions list,"The Council added two individuals and four entities to the list of those individuals and entities subject to restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine. These measures were adopted in the light of the role played by these people and entities in the construction of the bridge and railway tracks linking Russia to the illegally annexed Crimean peninsula via the Kerch Strait, and further isolating Crimea from Ukraine.","Two persons and four entities added to EU sanctions list: The Council added two individuals and four entities to the list of those individuals and entities subject to restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine. These measures were adopted in the light of the role played by these people and entities in the construction of the bridge and railway tracks linking Russia to the illegally annexed Crimean peninsula via the Kerch Strait, and further isolating Crimea from Ukraine.",2,Medium
12/17/2020,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,The EU prolongs economic sanctions for another six months,The Council decided to prolong the restrictive measures currently targeting specific sectors of the Russian economy until 31 July 2021. These sanctions were imposed in 2014 in response to Russia's actions destabilising the situation in Ukraine.,The EU prolongs economic sanctions for another six months: The Council decided to prolong the restrictive measures currently targeting specific sectors of the Russian economy until 31 July 2021. These sanctions were imposed in 2014 in response to Russia's actions destabilising the situation in Ukraine.,5,High
3/4/2021,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Misappropriation of Ukrainian state funds: EU prolongs restrictive measures,"The Council decided to prolong for one more year, until 6 March 2022, the existing asset freezes directed against 7 individuals identified as responsible for the misappropriation of Ukrainian state funds or for the abuse of office causing a loss to Ukrainian public funds. The restrictive measures against one person were prolonged until 6 September 2021, and those against two persons were not extended.","Misappropriation of Ukrainian state funds: EU prolongs restrictive measures: The Council decided to prolong for one more year, until 6 March 2022, the existing asset freezes directed against 7 individuals identified as responsible for the misappropriation of Ukrainian state funds or for the abuse of office causing a loss to Ukrainian public funds. The restrictive measures against one person were prolonged until 6 September 2021, and those against two persons were not extended.",2,Medium
3/12/2021,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU extends sanctions over territorial integrity for a further six months,"The Council decided to extend the sanctions targeting those responsible for undermining or threatening the territorial integrity, sovereignty and independence of Ukraine for a further six months until 15 September 2021. The existing restrictive measures provide for travel restrictions, the freezing of assets, and a ban on making funds or other economic resources available to the listed persons and entities. Sanctions will continue to apply to 177 individuals and 48 entities.","EU extends sanctions over territorial integrity for a further six months: The Council decided to extend the sanctions targeting those responsible for undermining or threatening the territorial integrity, sovereignty and independence of Ukraine for a further six months until 15 September 2021. The existing restrictive measures provide for travel restrictions, the freezing of assets, and a ban on making funds or other economic resources available to the listed persons and entities. Sanctions will continue to apply to 177 individuals and 48 entities.",2,Medium
6/21/2021,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Crimea and Sevastopol: Council renews sanctions for a further year,The Council decided to renew sanctions introduced in response to the illegal annexation of Crimea and Sevastopol by the Russian Federation for a further year until 23 June 2022.,Crimea and Sevastopol: Council renews sanctions for a further year: The Council decided to renew sanctions introduced in response to the illegal annexation of Crimea and Sevastopol by the Russian Federation for a further year until 23 June 2022.,2,Medium
9/10/2021,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions over territorial integrity prolonged for a further six months,"On 10 September 2021, the Council decided to prolong the sanctions targeting those responsible for undermining or threatening the territorial integrity, sovereignty and independence of Ukraine for a further six months until 15 March 2022. The existing restrictive measures provide for travel restrictions, the freezing of assets, and a ban on making funds or other economic resources available to the listed persons and entities. Sanctions will continue to apply to 177 individuals and 48 entities.","EU sanctions over territorial integrity prolonged for a further six months: On 10 September 2021, the Council decided to prolong the sanctions targeting those responsible for undermining or threatening the territorial integrity, sovereignty and independence of Ukraine for a further six months until 15 March 2022. The existing restrictive measures provide for travel restrictions, the freezing of assets, and a ban on making funds or other economic resources available to the listed persons and entities. Sanctions will continue to apply to 177 individuals and 48 entities.",2,Medium
10/11/2021,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions eight more people over territorial integrity,"On 11 October, the Council decided to impose restrictive measures on an additional 8 individuals for actively supporting actions and implementing policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. The persons added to the EU sanctions list include law enforcement officials - judges, prosecutors and security officers - responsible for enforcing Russian law in the illegally-annexed Crimea and Sevastopol. EU restrictive measures regarding the territorial integrity of Ukraine now apply to a total of 185 persons and 48 entities.","EU sanctions eight more people over territorial integrity: On 11 October, the Council decided to impose restrictive measures on an additional 8 individuals for actively supporting actions and implementing policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. The persons added to the EU sanctions list include law enforcement officials - judges, prosecutors and security officers - responsible for enforcing Russian law in the illegally-annexed Crimea and Sevastopol. EU restrictive measures regarding the territorial integrity of Ukraine now apply to a total of 185 persons and 48 entities.",2,Medium
01/13/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions,The EU extended existing economic sanctions against Russia for six months until 31 July 2022 following assessment of the Minsk agreements.,EU renews economic sanctions: The EU extended existing economic sanctions against Russia for six months until 31 July 2022 following assessment of the Minsk agreements.,5,High
02/21/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Ukraine’s territorial integrity: EU sanctions five persons,"The EU imposed restrictive measures on five individuals supporting actions undermining Ukraine’s territorial integrity, including members of Russia’s State Duma elected from illegally annexed Crimea.","Ukraine’s territorial integrity: EU sanctions five persons: The EU imposed restrictive measures on five individuals supporting actions undermining Ukraine’s territorial integrity, including members of Russia’s State Duma elected from illegally annexed Crimea.",2,Medium
02/23/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,First package of sanctions against Russia,"The EU adopted its first sanctions package in response to Russia’s recognition of Donetsk and Luhansk regions, targeting 351 State Duma members and restricting economic relations and access to EU financial markets.","First package of sanctions against Russia: The EU adopted its first sanctions package in response to Russia’s recognition of Donetsk and Luhansk regions, targeting 351 State Duma members and restricting economic relations and access to EU financial markets.",5,High
02/24/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU leaders agree on further sanctions against Russia,"EU leaders approved additional sanctions targeting Russia’s financial, energy, transport, and technology sectors, along with visa restrictions and new listing criteria.","EU leaders agree on further sanctions against Russia: EU leaders approved additional sanctions targeting Russia’s financial, energy, transport, and technology sectors, along with visa restrictions and new listing criteria.",1,Low
02/25/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Second package of sanctions against Russia,"The EU froze assets of President Vladimir Putin and Foreign Minister Sergey Lavrov and imposed broad sanctions across finance, energy, transport, technology, and visa policy.","Second package of sanctions against Russia: The EU froze assets of President Vladimir Putin and Foreign Minister Sergey Lavrov and imposed broad sanctions across finance, energy, transport, technology, and visa policy.",5,High
02/28/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Third package of sanctions against Russia,"The EU banned transactions with the Russian Central Bank, closed EU airspace to Russian carriers, imposed new sanctions on individuals, and provided €500 million military support to Ukraine.","Third package of sanctions against Russia: The EU banned transactions with the Russian Central Bank, closed EU airspace to Russian carriers, imposed new sanctions on individuals, and provided €500 million military support to Ukraine.",5,High
03/02/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,SWIFT ban on Russian banks,"Seven Russian banks were excluded from the SWIFT system, and additional bans were introduced on euro banknotes, investments, and Russian Direct Investment Fund projects.","SWIFT ban on Russian banks: Seven Russian banks were excluded from the SWIFT system, and additional bans were introduced on euro banknotes, investments, and Russian Direct Investment Fund projects.",5,High
03/02/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU bans Russian state media outlets,The EU suspended broadcasting of Russia Today and Sputnik within the EU for spreading disinformation supporting Russia’s military aggression.,EU bans Russian state media outlets: The EU suspended broadcasting of Russia Today and Sputnik within the EU for spreading disinformation supporting Russia’s military aggression.,3,Medium
03/03/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Misappropriation of Ukrainian state funds: sanctions prolonged,The EU extended asset freezes for one year against individuals responsible for misappropriation of Ukrainian state funds or abuse of office.,Misappropriation of Ukrainian state funds: sanctions prolonged: The EU extended asset freezes for one year against individuals responsible for misappropriation of Ukrainian state funds or abuse of office.,2,Medium
03/09/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU imposes restrictive measures on 160 individuals,Sanctions were imposed on 160 individuals including oligarchs and Russian Federation Council members involved in Russia’s military aggression against Ukraine.,EU imposes restrictive measures on 160 individuals: Sanctions were imposed on 160 individuals including oligarchs and Russian Federation Council members involved in Russia’s military aggression against Ukraine.,2,Medium
03/09/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU agrees new measures targeting Belarus and Russia,"The EU imposed financial and trade restrictions on Belarus for its role in supporting Russian aggression, including SWIFT bans and Central Bank transaction prohibitions.","EU agrees new measures targeting Belarus and Russia: The EU imposed financial and trade restrictions on Belarus for its role in supporting Russian aggression, including SWIFT bans and Central Bank transaction prohibitions.",5,High
03/10/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU extends territorial integrity sanctions,Sanctions targeting individuals and entities undermining Ukraine’s sovereignty were extended for six months until 15 September 2022.,EU extends territorial integrity sanctions: Sanctions targeting individuals and entities undermining Ukraine’s sovereignty were extended for six months until 15 September 2022.,2,Medium
03/15/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Fourth package of sanctions against Russia,"The EU banned transactions with state-owned enterprises, restricted investments in Russia’s energy sector, and imposed trade restrictions on iron, steel, and luxury goods.","Fourth package of sanctions against Russia: The EU banned transactions with state-owned enterprises, restricted investments in Russia’s energy sector, and imposed trade restrictions on iron, steel, and luxury goods.",5,High
04/08/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Fifth package of sanctions against Russia,"The EU banned coal imports, restricted Russian vessels from EU ports, banned road transport operators, limited crypto deposits, and sanctioned banks and individuals.","Fifth package of sanctions against Russia: The EU banned coal imports, restricted Russian vessels from EU ports, banned road transport operators, limited crypto deposits, and sanctioned banks and individuals.",5,High
04/13/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Humanitarian exceptions to restrictive measures,The EU introduced humanitarian exemptions to sanctions to facilitate aid delivery in Ukraine.,Humanitarian exceptions to restrictive measures: The EU introduced humanitarian exemptions to sanctions to facilitate aid delivery in Ukraine.,1,Low
04/21/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions two businesspeople over Crimea,Sanctions were imposed on Serhiy Kurchenko and Yevgeniy Prigozhin for their involvement in Crimea’s illegal annexation and support of separatist activities.,EU sanctions two businesspeople over Crimea: Sanctions were imposed on Serhiy Kurchenko and Yevgeniy Prigozhin for their involvement in Crimea’s illegal annexation and support of separatist activities.,2,Medium
05/30/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,European Council agrees on sixth sanctions package,"EU leaders agreed to ban most Russian oil imports, discussed food security, energy independence, and increased support for Ukraine.","European Council agrees on sixth sanctions package: EU leaders agreed to ban most Russian oil imports, discussed food security, energy independence, and increased support for Ukraine.",5,High
06/03/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Sixth package of sanctions against Russia,"The EU banned most Russian oil imports, imposed SWIFT bans on banks, suspended broadcasting outlets, and sanctioned individuals linked to war atrocities.","Sixth package of sanctions against Russia: The EU banned most Russian oil imports, imposed SWIFT bans on banks, suspended broadcasting outlets, and sanctioned individuals linked to war atrocities.",5,High
06/20/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Crimea and Sevastopol sanctions extended,"Sanctions related to Crimea and Sevastopol were extended for one year, restricting trade, investment, tourism, and energy exploration.","Crimea and Sevastopol sanctions extended: Sanctions related to Crimea and Sevastopol were extended for one year, restricting trade, investment, tourism, and energy exploration.",2,Medium
07/21/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Maintenance and alignment sanctions package,"The EU banned Russian-origin gold imports, reinforced export controls, clarified existing measures, and sanctioned additional individuals and entities.","Maintenance and alignment sanctions package: The EU banned Russian-origin gold imports, reinforced export controls, clarified existing measures, and sanctioned additional individuals and entities.",5,High
07/26/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions,"Economic sanctions targeting finance, energy, transport, and luxury goods were extended until 31 January 2023.","EU renews economic sanctions: Economic sanctions targeting finance, energy, transport, and luxury goods were extended until 31 January 2023.",5,High
08/04/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions Viktor and Oleksandr Yanukovych,The EU imposed restrictive measures on Viktor Yanukovych and his son for undermining Ukraine’s sovereignty and supporting separatist groups.,EU sanctions Viktor and Oleksandr Yanukovych: The EU imposed restrictive measures on Viktor Yanukovych and his son for undermining Ukraine’s sovereignty and supporting separatist groups.,1,Low
09/14/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU prolongs individual sanctions,Individual sanctions against persons undermining Ukraine’s sovereignty were extended for six months until 15 March 2023.,EU prolongs individual sanctions: Individual sanctions against persons undermining Ukraine’s sovereignty were extended for six months until 15 March 2023.,2,Medium
10/06/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Eighth package of sanctions against Russia,"The EU introduced oil transport price caps, expanded restricted military items, and sanctioned additional individuals and entities.","Eighth package of sanctions against Russia: The EU introduced oil transport price caps, expanded restricted military items, and sanctioned additional individuals and entities.",5,High
10/20/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions Iranian drone suppliers,Three Iranian individuals and one entity were sanctioned for supplying drones used by Russia in Ukraine.,EU sanctions Iranian drone suppliers: Three Iranian individuals and one entity were sanctioned for supplying drones used by Russia in Ukraine.,2,Medium
11/28/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU adds sanctions violations as EU crime,The EU classified sanctions violations as EU crimes to improve enforcement and deter circumvention.,EU adds sanctions violations as EU crime: The EU classified sanctions violations as EU crimes to improve enforcement and deter circumvention.,1,Low
12/03/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU agrees on Russian oil price cap,The EU set a $60 per barrel price cap on Russian crude oil to reduce revenue funding the war.,EU agrees on Russian oil price cap: The EU set a $60 per barrel price cap on Russian crude oil to reduce revenue funding the war.,5,High
12/16/2022,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Ninth package of sanctions against Russia,"The EU imposed bans on drone engines, dual-use exports, mining investments, services, sanctioned additional individuals and entities, and suspended Russian media licenses.","Ninth package of sanctions against Russia: The EU imposed bans on drone engines, dual-use exports, mining investments, services, sanctioned additional individuals and entities, and suspended Russian media licenses.",5,High
01/27/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU prolongs economic sanctions over Russia’s military aggression against Ukraine,"The Council extended sectoral economic sanctions against Russia for six months until 31 July 2023, covering key areas such as finance, energy, transport, and technology in response to Russia’s continued military aggression.","EU prolongs economic sanctions over Russia’s military aggression against Ukraine: The Council extended sectoral economic sanctions against Russia for six months until 31 July 2023, covering key areas such as finance, energy, transport, and technology in response to Russia’s continued military aggression.",5,High
02/04/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU agrees on level of price cap for Russian petroleum products,"The EU set price caps on Russian petroleum products under CN code 2710: USD 45 per barrel for products traded at a discount to crude oil and USD 100 per barrel for products traded at a premium, effective from 5 February 2023, in cooperation with the Price Cap Coalition.","EU agrees on level of price cap for Russian petroleum products: The EU set price caps on Russian petroleum products under CN code 2710: USD 45 per barrel for products traded at a discount to crude oil and USD 100 per barrel for products traded at a premium, effective from 5 February 2023, in cooperation with the Price Cap Coalition.",5,High
02/20/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU prolongs restrictions on business with non-government controlled areas of Ukraine,"The Council extended restrictive measures until 24 February 2024 against business activities with non-government controlled areas of Donetsk, Luhansk, Zaporizhzhia, and Kherson, including bans on imports, exports, and advisory services.","EU prolongs restrictions on business with non-government controlled areas of Ukraine: The Council extended restrictive measures until 24 February 2024 against business activities with non-government controlled areas of Donetsk, Luhansk, Zaporizhzhia, and Kherson, including bans on imports, exports, and advisory services.",2,Medium
02/25/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,10th package of sanctions against Russia,"The EU adopted the tenth sanctions package including bans on exports of critical technology, imports of asphalt and synthetic rubber, gas storage provision, and transit of dual-use goods, suspended RT Arabic and Sputnik Arabic broadcasting, and sanctioned 87 individuals and 34 entities.","10th package of sanctions against Russia: The EU adopted the tenth sanctions package including bans on exports of critical technology, imports of asphalt and synthetic rubber, gas storage provision, and transit of dual-use goods, suspended RT Arabic and Sputnik Arabic broadcasting, and sanctioned 87 individuals and 34 entities.",5,High
03/13/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions over Russia’s military aggression against Ukraine,"The Council renewed individual restrictive measures until 15 September 2023, including travel bans, asset freezes, and funding prohibitions, applying to 1,473 individuals and 205 entities.","EU renews individual sanctions over Russia’s military aggression against Ukraine: The Council renewed individual restrictive measures until 15 September 2023, including travel bans, asset freezes, and funding prohibitions, applying to 1,473 individuals and 205 entities.",2,Medium
04/13/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Wagner Group and RIA FAN added to the EU sanctions list,"The EU added the Wagner Group and RIA FAN to its sanctions list for undermining Ukraine’s sovereignty, bringing total sanctioned individuals to 1,473 and entities to 207, all subject to asset freezes and funding bans.","Wagner Group and RIA FAN added to the EU sanctions list: The EU added the Wagner Group and RIA FAN to its sanctions list for undermining Ukraine’s sovereignty, bringing total sanctioned individuals to 1,473 and entities to 207, all subject to asset freezes and funding bans.",2,Medium
06/23/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,11th package of sanctions against Russia,"The EU adopted the eleventh sanctions package to counter circumvention, including tighter export restrictions, bans on transit of goods via Russia, enhanced cooperation with third countries, and sanctions on 71 individuals and 33 entities.","11th package of sanctions against Russia: The EU adopted the eleventh sanctions package to counter circumvention, including tighter export restrictions, bans on transit of goods via Russia, enhanced cooperation with third countries, and sanctions on 71 individuals and 33 entities.",5,High
07/28/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Information manipulation in Russia’s war against Ukraine,"The Council sanctioned seven individuals and five entities involved in the “RRN” digital information manipulation campaign, which used fake media websites and social media accounts to spread pro-Russian propaganda within the EU.","Information manipulation in Russia’s war against Ukraine: The Council sanctioned seven individuals and five entities involved in the “RRN” digital information manipulation campaign, which used fake media websites and social media accounts to spread pro-Russian propaganda within the EU.",3,Medium
12/18/2023,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,12th package of sanctions against Russia,"The EU adopted the twelfth sanctions package targeting high-value sectors, including a ban on Russian diamonds, stricter dual-use export controls, enforcement of oil price caps, prohibition of liquefied propane imports, and sanctions on an additional 61 individuals and 86 entities.","12th package of sanctions against Russia: The EU adopted the twelfth sanctions package targeting high-value sectors, including a ban on Russian diamonds, stricter dual-use export controls, enforcement of oil price caps, prohibition of liquefied propane imports, and sanctions on an additional 61 individuals and 86 entities.",5,High
01/03/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions Russian diamond firm Alrosa,"The Council added PJSC Alrosa and its CEO to the EU sanctions list, in line with the diamond ban introduced in December 2023. Alrosa accounts for over 90% of Russian diamond production and provides significant revenue to the Russian government.","EU sanctions Russian diamond firm Alrosa: The Council added PJSC Alrosa and its CEO to the EU sanctions list, in line with the diamond ban introduced in December 2023. Alrosa accounts for over 90% of Russian diamond production and provides significant revenue to the Russian government.",1,Low
01/29/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Russia: EU imposes new sanctions over human rights violations,"The EU imposed sanctions on four individuals and one entity under the Global Human Rights Sanctions Regime for serious human rights violations, including arbitrary arrests and censorship practices linked to the Russian judicial system.","Russia: EU imposes new sanctions over human rights violations: The EU imposed sanctions on four individuals and one entity under the Global Human Rights Sanctions Regime for serious human rights violations, including arbitrary arrests and censorship practices linked to the Russian judicial system.",3,Medium
